Item,Arousal.Mean,Arousal.SD,Arousal.N,Arousal.Min,Arousal.Max,Arousal.Unknown,Concreteness.Mean,Concreteness.SD,Concreteness.N,Concreteness.Min,Concreteness.Max,Concreteness.Unknown,Embodiment.Mean,Embodiment.SD,Embodiment.N,Embodiment.Min,Embodiment.Max,Embodiment.Unknown,Imageability.Mean,Imageability.SD,Imageability.N,Imageability.Min,Imageability.Max,Imageability.Unknown,Valence.Mean,Valence.SD,Valence.N,Valence.Min,Valence.Max,Valence.Unknown
lettered,4.54,0.97,13,3,6,6,3.05,1.32,20,1,5,4,2.69,1.74,16,1,6,5,3.29,1.81,24,1,7,5,5,0.63,26,3,7,3
leveling,3.9,1.77,20,1,7,NA,3.17,1.2,24,1,5,1,2.87,1.87,23,1,7,1,4.46,1.96,24,1,7,1,5.32,0.77,28,4,7,1
levitate,5.22,2.69,18,1,9,1,3.96,1.22,26,1,5,2,4.33,2.17,27,1,7,1,6.08,1.41,26,1,7,1,7.12,1.66,26,5,9,4
liberate,6.95,2.26,20,1,9,NA,2.46,1.14,24,1,5,NA,3.44,2.14,25,1,7,NA,3.86,2.07,28,1,7,NA,7.96,1.4,28,5,9,1
liberating,6.2,2.73,20,2,9,NA,1.78,1.04,23,1,5,NA,2.96,1.63,27,1,7,NA,3.32,1.91,25,1,7,NA,7.35,1.58,31,3,9,NA
licking,6.56,1.75,16,3,9,NA,4.92,0.28,25,4,5,NA,6.83,0.48,24,5,7,NA,6.48,1.31,23,2,7,NA,4.82,1.59,28,2,9,NA
lied,7.37,1.42,19,4,9,NA,2.88,1.65,24,1,5,NA,4.62,2.25,21,1,7,NA,4.48,2.16,29,1,7,NA,1.79,0.94,29,1,4,NA
lighten,3.28,1.96,18,1,7,NA,2.96,1.51,26,1,5,NA,3.17,1.61,23,1,6,NA,4.88,1.88,25,1,7,NA,7.04,1.58,27,4,9,NA
limping,6.12,1.62,25,3,9,NA,5,0,24,5,5,NA,6.78,0.6,23,5,7,NA,6.92,0.27,26,6,7,NA,2.14,0.92,29,1,4,NA
lined,4.45,1.1,22,2,6,1,2.44,1.39,25,1,5,1,2.57,1.34,23,1,5,2,3.38,2.09,21,1,7,3,5.19,0.68,27,4,7,4
linger,4.67,1.98,21,1,9,NA,2.93,1.11,27,1,5,NA,4.11,1.75,28,1,7,NA,4.59,1.8,27,1,7,NA,4.21,1.55,28,1,7,NA
lingering,4.58,1.9,26,1,9,NA,2.75,1.29,24,1,5,NA,3.74,1.66,23,1,7,NA,4.58,1.92,26,1,7,NA,4.86,1.56,28,3,9,1
linked,3.79,2.12,19,1,9,NA,3.07,1.27,28,1,5,NA,2.75,1.65,28,1,7,NA,4.15,1.78,26,1,7,1,5.89,1.31,28,4,9,1
liquefy,4.04,1.68,24,1,7,NA,3.21,1.34,28,1,5,1,2.04,1.54,26,1,7,1,4.63,1.9,27,1,7,1,4.97,0.85,30,4,8,NA
liquidate,4.95,1.43,19,1,7,1,2.24,1.01,25,1,5,3,2,1.3,21,1,5,3,2.92,1.93,24,1,7,3,4.08,1.35,24,1,6,3
litigate,4.64,2.38,11,1,9,8,2,1.29,19,1,5,8,1.69,0.75,13,1,3,11,2.87,2.07,15,1,7,10,4.53,0.96,19,3,6,11
live,6.71,1.95,21,3,9,NA,2.7,1.41,27,1,5,NA,6.14,1.15,28,4,7,NA,4.48,2.06,27,1,7,NA,7.86,1.38,28,3,9,NA
lived,5.28,2.47,18,1,9,NA,3,1.5,26,1,5,NA,4.71,1.95,21,1,7,NA,3.8,1.87,25,1,7,NA,7.07,1.74,30,1,9,NA
loathe,7.05,1.87,19,2,9,NA,2.52,1.31,27,1,5,NA,3.39,2.13,23,1,7,1,4.36,2.25,25,1,7,NA,2.24,1.64,29,1,7,1
localize,4.1,1.26,21,1,5,NA,1.96,0.87,26,1,4,1,2.93,1.9,27,1,7,1,2.62,2.06,26,1,7,1,5.18,0.67,28,4,7,NA
locate,4.2,1.74,15,1,7,NA,3.61,1.16,23,2,5,NA,3.74,2.18,27,1,7,NA,4.85,1.92,27,1,7,NA,5.36,1.39,28,1,8,NA
locked,6.05,2.04,21,1,9,NA,4.2,1,25,2,5,NA,2.67,1.57,27,1,6,NA,6.46,0.99,26,4,7,NA,3.72,1.96,29,1,8,NA
lodged,5.2,1.42,15,2,8,3,3.5,1.38,24,1,5,2,4.1,1.65,20,1,7,1,4.57,1.88,23,1,7,2,4.77,1.5,26,2,9,4
logged,4.25,1.48,16,1,6,2,2.84,1.25,25,1,5,3,2.52,1.57,21,1,6,4,3.88,2.01,26,1,7,3,4.78,1.01,27,2,7,3
loiter,4.37,1.34,19,1,6,NA,3.68,1.39,28,1,5,NA,5.09,1.95,22,1,7,3,5.2,1.83,30,1,7,1,3.87,1.41,30,1,5,3
loll,3.83,2.29,12,1,8,9,3.6,1.4,15,1,5,11,4.64,2.02,14,1,7,9,4.73,1.98,15,1,7,9,5.94,1.66,18,3,9,11
longs,5.3,2.45,10,2,9,7,1.95,1.27,19,1,5,5,2.95,2.15,19,1,7,6,2.62,1.8,21,1,7,7,3.64,1.68,22,1,7,7
looming,6.1,2.13,20,1,9,1,2.52,1.29,21,1,5,2,3.17,1.81,24,1,7,2,3.92,2.31,25,1,7,1,2.92,1.44,25,1,5,3
loosen,3.7,1.53,20,1,6,NA,3.74,1.16,27,1,5,NA,4.24,1.73,21,1,7,NA,5.5,1.25,24,3,7,NA,5.03,1.22,30,1,7,NA
lounging,2.25,2.05,20,1,9,NA,4.2,1.08,25,1,5,1,6.12,1.27,25,3,7,1,6.16,1.28,25,3,7,NA,7.5,1.77,26,2,9,1
lubricate,6.04,1.88,24,1,9,1,4.25,0.8,28,2,5,NA,4.38,2.04,26,1,7,NA,5.19,2,27,1,7,1,5.52,1.23,31,3,9,1
lugged,5.06,1.48,16,1,7,2,4.27,1.15,26,1,5,1,4.83,1.97,24,1,7,NA,4.73,1.98,22,1,7,NA,3.93,1.17,27,1,5,1
lunged,6.53,1.35,19,3,9,1,4.19,1.21,27,1,5,NA,5.81,1.6,21,1,7,NA,5.65,1.92,23,1,7,1,4.3,1.51,30,1,7,NA
madden,6.08,1.73,12,2,9,1,3,1.38,24,1,5,2,4.15,1.79,20,1,7,3,5.04,1.85,24,1,7,4,2.05,1.36,20,1,5,4
magnetize,5.95,1.16,21,5,9,NA,2.55,1.34,22,1,5,NA,2,1.35,23,1,5,1,4.55,2.03,29,1,7,1,5.5,1.24,26,3,8,3
magnify,4.75,1.37,20,1,7,NA,3.71,1.12,28,1,5,NA,2.38,1.76,24,1,6,NA,5.04,1.6,27,2,7,NA,5.56,1.01,27,5,8,NA
magnifying,5.33,1.59,21,2,9,NA,3.74,1.21,23,1,5,NA,2.96,1.79,25,1,6,NA,5.84,1.43,25,1,7,NA,5.32,1.39,28,1,9,NA
mailed,4.55,1.9,20,1,9,NA,4.26,1.1,23,1,5,NA,3.58,2.06,26,1,7,1,5.84,1.82,25,1,7,NA,5.52,0.85,31,5,8,NA
maim,6.92,1.66,13,4,9,8,4.21,1.36,19,1,5,8,5.74,1.97,19,1,7,9,5.45,1.85,20,2,7,7,2.33,1.93,21,1,7,7
maintain,3.2,2.14,20,1,8,NA,2.14,1.24,28,1,5,NA,2.79,1.69,24,1,6,NA,2.37,1.36,27,1,5,NA,6.22,1.28,27,3,8,NA
malign,5.11,0.6,9,4,6,11,2,1.06,17,1,5,10,2.36,1.63,11,1,5,10,3.23,1.69,13,1,5,11,3.8,1.93,15,1,9,15
maltreat,6.22,1.31,18,4,9,2,2.67,1.24,24,1,5,4,4.95,1.43,21,2,7,3,3.17,2.06,24,1,7,3,1.77,1.11,22,1,5,5
manage,4.61,2.03,18,1,8,NA,2.38,1.27,26,1,5,NA,3.65,1.97,23,1,7,NA,3.52,1.98,25,1,7,NA,5.78,1.34,27,4,9,NA
manhandle,6.79,1.87,19,1,9,NA,4.3,0.93,23,2,5,NA,5.96,1.19,27,3,7,NA,6,1.22,25,2,7,NA,2.97,1.88,30,1,9,NA
manifested,5.76,1.97,21,2,9,NA,1.59,0.59,22,1,3,NA,2.75,1.73,24,1,7,NA,3.1,1.94,30,1,7,NA,6.1,2.02,29,1,9,NA
manipulate,6.47,1.81,19,3,9,NA,2.68,1.22,28,1,5,NA,3.54,1.99,28,1,7,NA,4.26,2.12,27,1,7,NA,2.47,2.05,30,1,9,NA
mar,5.88,0.83,8,5,7,9,2.55,1.37,11,1,5,13,3,2.04,14,1,7,11,3.23,2.49,13,1,7,15,2.92,1.66,13,1,5,16
maraud,5.12,1.64,8,3,7,13,2.2,1.23,10,1,5,19,2.75,2.38,8,1,7,19,3.4,2.22,10,1,7,17,3.58,1.51,12,1,5,21
marinate,4.4,2.37,20,1,9,NA,4.33,1.01,24,2,5,NA,4.2,2.27,25,1,7,NA,5.82,1.66,28,2,7,NA,5.87,1.76,30,3,9,NA
marked,5.89,1.23,18,5,9,1,4.12,0.9,24,2,5,NA,4.29,2.17,21,1,7,NA,5.34,1.99,29,1,7,NA,4.79,1.47,29,2,9,NA
marooned,4.62,0.92,8,3,6,10,3.64,1.28,14,1,5,13,3.53,2.03,15,1,7,9,3,2.09,12,1,7,10,3.47,1.88,15,1,6,13
marry,7.62,1.8,21,2,9,NA,4,1.41,27,1,5,NA,5.29,1.86,28,2,7,NA,6.5,1.27,26,1,7,NA,7.54,1.82,28,2,9,NA
marrying,6.35,2.83,20,1,9,NA,3.62,1.5,24,1,5,NA,5.48,2.08,25,1,7,NA,6.39,1.17,28,2,7,NA,7.8,2.09,30,1,9,NA
mashed,5.86,1.35,14,4,9,NA,3.87,1.1,23,2,5,NA,3.48,2.24,27,1,7,NA,5.67,1.82,27,1,7,NA,4.15,1.56,27,1,8,1
masked,5.06,1.57,16,2,8,1,3.92,1.29,25,1,5,NA,NA,NA,NA,NA,NA,NA,6.07,1.54,28,2,7,NA,4,1.65,26,1,9,1
masturbate,7.72,1.41,18,5,9,NA,4.81,0.4,26,4,5,NA,6.71,0.64,21,5,7,NA,5.96,1.57,25,1,7,NA,6.13,1.94,30,1,9,NA
materialize,5.53,1.77,15,2,9,NA,2.17,1.11,23,1,5,NA,2.44,1.85,27,1,7,NA,3.3,2.03,27,1,7,NA,5.14,1.35,28,2,9,NA
matriculate,5.7,2.06,10,2,9,8,2.08,1,12,1,4,14,3.73,1.01,11,2,5,12,3.54,2.07,13,1,7,12,6.2,1.78,15,3,9,12
maul,7.41,1.28,17,5,9,4,3.95,1.28,21,1,5,4,5.5,1.73,20,1,7,5,6.48,1.27,23,1,7,2,2.31,1.78,26,1,7,3
maximize,5.35,2.04,26,1,9,NA,2.12,1.39,24,1,5,NA,2.43,1.75,23,1,6,NA,3.23,1.84,26,1,7,NA,7.28,1.46,29,5,9,NA
meant,4.74,1.56,19,2,9,NA,1.67,0.82,24,1,3,NA,2.2,1.4,20,1,5,NA,2.1,1.65,29,1,7,NA,5.21,0.94,29,3,7,NA
measured,4.35,1.42,20,1,7,NA,4.25,0.94,24,2,5,NA,4.2,1.83,25,1,7,NA,5.57,1.81,28,1,7,NA,5.3,2.04,30,1,9,NA
mediate,3.61,1.97,18,1,9,NA,2.81,1.5,26,1,5,1,4.42,1.98,24,1,7,NA,3.24,1.55,21,1,7,1,5.37,1.24,27,4,9,1
medicate,4.05,1.9,19,1,9,NA,3.8,1.26,25,1,5,NA,5.09,1.83,23,1,7,NA,5.43,1.81,28,1,7,NA,5,1.47,27,2,8,NA
meditate,1.82,1.51,17,1,7,1,4.3,1.1,27,1,5,NA,6.21,1.41,24,1,7,NA,6.09,1.69,22,2,7,NA,7.14,1.82,28,3,9,NA
meditating,2.16,2.34,19,1,9,NA,3.68,1.55,25,1,5,NA,6.04,1.3,23,2,7,NA,6.11,1.77,28,1,7,NA,7.22,1.53,27,4,9,NA
meld,3.76,2.31,17,1,9,2,2.57,1.24,23,1,5,5,2.96,2.1,24,1,7,3,4.3,1.74,23,1,7,4,5.57,0.95,23,4,8,7
melted,4.6,1.76,20,2,8,NA,4,1.22,28,1,5,NA,2.12,1.8,24,1,7,NA,5.96,1.72,27,2,7,NA,4.63,1.57,27,1,9,NA
memorialize,3.95,1.61,19,1,7,NA,2.11,1.1,28,1,4,NA,3.38,1.93,24,1,7,1,4.03,2.15,31,1,7,NA,4.88,1.6,33,1,7,NA
memorize,4.95,1.58,19,2,8,NA,2.57,1.47,23,1,5,NA,3.96,2.03,27,1,7,NA,3.48,1.94,25,1,7,NA,5.6,1.73,30,1,9,NA
mending,4.13,2.07,15,2,9,NA,3.7,0.82,23,2,5,NA,4,2.15,26,1,7,1,5.07,1.96,27,1,7,NA,6.07,1.3,28,4,9,NA
menstruate,6.38,2.08,26,2,9,NA,4.67,0.87,24,1,5,NA,6.78,0.6,23,5,7,NA,6.5,0.99,26,3,7,NA,2.93,1.77,29,1,7,NA
mesmerize,5.31,3.01,13,1,9,NA,2.88,1.53,26,1,5,NA,3.83,2.15,23,1,7,NA,4.54,2.15,28,1,7,NA,7.5,1.25,24,5,9,NA
messing,5.24,1.68,17,1,8,NA,3.12,1.27,25,1,5,NA,NA,NA,NA,NA,NA,NA,3.61,1.99,28,1,7,NA,4.14,1.35,28,1,7,1
metabolize,4.52,1.63,21,1,8,NA,2.8,1.41,25,1,5,NA,5.26,2.18,27,1,7,NA,2.92,2.19,26,1,7,NA,5.93,1.16,29,5,9,NA
metamorphose,5.2,2.4,15,2,9,6,3.75,1.06,16,2,5,7,4.5,2.06,22,1,7,4,5.37,1.38,19,3,7,7,5.7,2.03,20,1,9,8
metered,4.6,1.35,15,2,8,5,2.28,1.27,18,1,5,6,2.62,1.75,16,1,7,9,3.29,2.19,21,1,7,7,4.74,1.37,19,2,9,11
migrate,5.08,1.52,26,1,8,NA,4.04,1.27,24,1,5,NA,4.61,1.73,23,1,7,NA,5.85,1.41,26,2,7,NA,5.72,1.44,29,3,9,NA
militarize,6.56,1.58,18,4,9,2,3.13,1.39,23,1,5,3,3.83,1.55,24,1,6,2,4.65,1.92,23,1,7,2,3.88,1.81,25,1,8,2
mimic,5.8,1.82,20,3,9,NA,4.4,1,25,1,5,NA,6.07,1.48,30,1,7,NA,5.62,1.83,26,1,7,NA,4.63,1.81,30,1,8,NA
minced,4.81,2.66,16,1,9,NA,3.83,1.07,23,1,5,2,3.43,2.23,23,1,7,1,5.45,1.82,22,1,7,1,5.15,1.54,26,1,8,2
minded,3.73,1.83,15,1,7,NA,1.91,1.2,23,1,5,NA,2.96,1.89,26,1,7,1,2.73,1.78,26,1,7,NA,5.14,0.71,28,3,7,NA
mingle,5.2,2.24,15,1,8,NA,3.68,1.25,25,1,5,NA,5.38,1.75,26,1,7,NA,5.48,1.63,31,1,7,NA,6.94,1.46,32,4,9,NA
minimize,3.67,1.65,21,1,7,NA,2.31,1.2,29,1,5,NA,1.82,1.09,28,1,5,NA,2.75,1.97,28,1,7,NA,4.73,2.08,33,1,9,NA
misbehave,6.82,1.55,17,4,9,NA,3.62,1.1,24,1,5,NA,5,1.68,25,1,7,NA,4.79,2.08,28,1,7,NA,2.48,1.27,29,1,6,NA
miscalculate,6.16,2.06,19,2,9,NA,2.58,1.35,24,1,5,NA,3.15,2.01,20,1,7,NA,3.86,2.15,29,1,7,NA,2.62,1.08,29,1,4,NA
miscarry,6.6,1.7,20,3,9,1,3.48,1.39,25,1,5,NA,5.73,1.82,26,1,7,NA,5.32,1.84,25,1,7,NA,1.75,1.08,28,1,4,1
misconstrue,5.71,1.76,17,1,9,8,1.68,0.89,19,1,4,9,2.45,1.54,20,1,7,6,2.41,1.59,22,1,6,6,3.32,1.28,25,1,5,7
miscue,5.91,1.7,11,4,9,9,2.56,1.26,16,1,5,10,3.67,1.68,18,1,7,8,3.93,2.05,15,1,7,10,3.19,1.52,16,1,5,11
misdirect,6.69,1.45,16,5,9,NA,2.12,1.03,24,1,4,1,3.17,1.81,24,1,7,NA,2.57,1.38,23,1,6,NA,2.54,1.17,28,1,5,NA
misfire,6,1.07,15,5,8,3,3.12,0.99,24,1,5,2,3.35,1.66,20,1,7,1,4.13,1.46,23,1,7,2,3.57,1.35,28,1,6,2
misguide,6.31,1.92,16,1,9,NA,2.16,1.28,25,1,5,NA,3,2.02,24,1,7,NA,2.87,1.52,23,1,6,NA,2.54,1.14,28,1,5,NA
mishear,4.91,1.7,23,1,7,NA,3.12,1.42,25,1,5,1,5.71,1.46,28,2,7,NA,3.76,1.85,25,1,7,1,3.54,1.14,28,1,5,NA
misinterpret,5.65,1.27,23,3,8,NA,2.2,1.35,25,1,5,1,3.86,2.21,28,1,7,NA,2.92,1.71,25,1,6,1,3.15,1.35,27,1,8,NA
misjudge,6.37,1.71,19,2,9,NA,1.92,1.14,24,1,5,NA,3.29,2.22,21,1,7,NA,3.28,2.22,29,1,7,NA,2.72,1.39,29,1,5,NA
mislay,5.13,0.83,15,3,6,6,2.85,1.35,20,1,5,9,2.95,1.99,19,1,7,9,3,1.6,23,1,6,9,3.52,1.29,25,1,5,7
mislead,6.53,1.12,19,5,9,NA,2.39,1.34,23,1,5,NA,2.78,1.65,27,1,6,NA,2.84,1.43,25,1,6,NA,2.57,1.1,30,1,4,NA
mismanage,5.94,1.34,17,4,9,1,2.56,1.23,25,1,5,1,2.45,1.73,20,1,6,1,3.24,1.94,25,1,7,NA,2.55,1.27,29,1,5,1
misplace,5.79,1.93,19,1,9,NA,2.88,1.13,25,1,5,NA,3.13,1.91,23,1,7,NA,4.71,2.09,28,1,7,NA,2.69,1.32,26,1,5,NA
mispronounce,4.61,2.09,18,1,8,NA,3.71,1.46,28,1,5,NA,3.72,2.49,25,1,7,NA,3.82,2.2,28,1,7,1,3.27,1.08,30,1,5,NA
misread,4.74,1.45,19,2,8,1,2.77,1.45,26,1,5,1,3.9,2,21,1,7,NA,3.96,2.2,23,1,7,1,3.57,1.1,30,1,5,NA
misrepresent,5.95,1.57,20,3,9,NA,1.4,0.87,25,1,4,NA,2.38,1.28,24,1,5,NA,2.76,2.01,25,1,7,NA,2.24,1.3,29,1,5,NA
misspell,5.35,1.76,20,1,8,NA,3.36,1.58,25,1,5,NA,3.37,1.75,30,1,6,NA,5.19,1.98,26,1,7,NA,2.97,1.3,30,1,5,NA
mistaking,5.94,1.39,18,3,9,NA,2.23,0.99,26,1,4,NA,2.95,1.75,21,1,7,NA,3.12,1.45,25,1,5,NA,2.8,1.32,30,1,5,NA
mistook,5.61,1.72,18,1,9,NA,2.64,1.31,28,1,5,NA,2.54,1.96,24,1,7,1,3.18,2.2,28,1,7,1,3.1,1.21,30,1,5,NA
mistrust,6.11,1.73,19,3,9,NA,1.56,0.92,25,1,4,NA,2.57,2,23,1,7,NA,2.29,1.58,28,1,7,NA,2.19,1.08,27,1,4,NA
misunderstand,5.75,1.48,16,2,7,NA,1.88,1.01,25,1,4,NA,2.75,1.87,24,1,7,NA,2.61,1.41,23,1,5,NA,2.5,1.11,28,1,4,NA
mitigate,4.29,2.02,14,1,9,5,1.72,0.89,18,1,4,8,1.94,1.11,18,1,5,6,2.24,1.55,21,1,6,4,5,1.38,22,2,9,8
mobilize,5.84,1.74,19,3,9,NA,3.63,1.21,27,1,5,1,4.93,1.9,28,1,7,NA,4.23,1.9,26,1,7,1,5.59,1.5,29,3,9,1
modernize,4.5,2.21,20,1,9,NA,2.62,1.41,24,1,5,NA,2.08,1.53,25,1,7,NA,4.14,2.19,28,1,7,NA,6.57,2.03,30,1,9,NA
modified,4.48,1.44,21,2,9,NA,2.86,1.25,29,1,5,NA,2.25,1.29,28,1,5,NA,3.44,1.66,32,1,7,NA,5.12,1.21,32,2,7,NA
modulate,4.42,1.44,12,1,6,1,1.74,0.96,23,1,4,3,1.95,1.22,19,1,5,4,2.12,1.11,26,1,5,2,4.89,1.29,19,3,9,5
moisten,5.37,2.43,19,2,9,NA,4.33,1.05,24,1,5,NA,4.29,2,21,1,7,NA,5.24,1.99,29,1,7,NA,4.45,1.82,29,1,8,NA
moisturize,2.46,1.66,13,1,6,NA,4.62,0.64,26,3,5,NA,5.3,1.79,23,1,7,NA,6.57,1.17,28,1,7,NA,7.17,1.34,24,5,9,NA
molest,7.12,2.16,16,1,9,1,4.32,0.9,25,1,5,NA,NA,NA,NA,NA,NA,NA,5.43,1.97,28,1,7,NA,1.12,0.43,26,1,3,3
mollify,5.17,1.72,6,2,7,15,1.8,0.92,10,1,3,13,2.5,1.62,12,1,5,14,2.15,1.41,13,1,5,13,4.3,1.34,10,1,5,18
monopolize,5,2.04,14,1,8,1,2.27,1.55,22,1,5,3,2.08,1.32,24,1,5,2,2.96,1.85,27,1,7,4,3.41,1.72,27,1,8,5
mooch,5.65,1,17,4,8,3,2.6,1.14,20,1,5,7,3.19,1.72,16,1,7,5,3.67,1.61,18,1,6,6,3.54,1.86,24,1,9,6
mope,4.27,2.09,15,1,8,NA,3.74,1.29,23,1,5,2,5.68,1.82,25,1,7,1,6.2,1.13,30,2,7,1,1.8,1.13,30,1,6,2
moralize,5,2.28,21,1,9,2,1.48,0.85,23,1,4,3,3.48,2.23,27,1,7,1,2.62,1.81,24,1,7,2,5.62,1.79,26,2,9,2
mortify,7.43,1.78,21,3,9,NA,2,1.38,22,1,5,NA,4.04,1.85,23,1,7,1,4,1.95,29,1,7,1,1.96,1.35,28,1,5,1
mosey,3.29,1.9,14,1,7,8,3.67,1.4,15,1,5,11,5.33,1.4,15,3,7,8,4.29,2.02,17,1,7,7,5.53,1.23,17,4,8,12
motivate,6.78,2.26,18,1,9,NA,2.44,1.29,25,1,5,NA,3.39,1.66,49,1,6,NA,4.47,1.93,30,1,7,NA,7.65,1.72,34,2,9,NA
motoring,5.85,1.86,13,2,9,2,3.06,1.26,18,1,5,5,2.96,2.05,24,1,7,3,3.88,1.86,26,1,7,1,5.38,1.21,24,4,9,4
mourn,5.53,2.45,15,2,9,NA,3.42,1.47,24,1,5,1,5.23,1.95,26,1,7,NA,6.19,0.95,31,3,7,NA,1.28,0.81,32,1,5,NA
mouthed,4.9,1.48,20,1,7,1,4.15,1.26,27,1,5,NA,5.96,1.65,25,1,7,3,6.08,1.5,25,1,7,2,4.85,0.88,26,1,6,2
mow,5.22,1.06,18,4,8,2,4.57,0.66,23,3,5,NA,5.23,1.9,26,1,7,1,6.44,0.92,25,3,7,NA,4.86,0.65,28,3,6,3
multiply,5.17,1.58,18,1,8,NA,3.15,1.43,26,1,5,NA,3.26,2.22,23,1,7,NA,5.12,1.69,25,1,7,NA,5.52,1.09,27,3,9,NA
multiplying,5.78,2.05,18,1,9,NA,3.32,1.39,28,1,5,NA,3,2.08,25,1,7,NA,5.93,1.69,29,1,7,NA,5.23,1.22,30,1,7,NA
mumbling,4.13,2.45,15,1,9,NA,4.13,1.01,23,2,5,NA,6.15,1.49,27,1,7,NA,5.3,1.86,27,1,7,NA,3.93,1.68,28,1,9,NA
mummify,5.14,1.71,21,1,8,NA,4.23,0.87,22,2,5,1,5.36,1.73,25,1,7,1,6.12,1.3,25,2,7,1,3.74,1.46,27,1,5,1
murdering,7.86,1.65,21,3,9,NA,4.62,0.78,29,2,5,NA,6.32,1.31,28,1,7,NA,6.75,0.8,28,3,7,NA,1.24,0.56,33,1,3,NA
murmuring,4.52,1.81,21,2,7,NA,4.56,0.64,27,3,5,NA,6.07,1.25,28,2,7,NA,5.93,1.49,27,2,7,NA,4.21,1.55,28,1,7,NA
muscled,5.94,1.56,17,2,9,NA,3.92,1.04,25,2,5,NA,NA,NA,NA,NA,NA,NA,5.82,1.54,28,1,7,NA,5.97,1.66,29,2,9,NA
mused,4.89,1.91,19,1,7,2,1.76,0.77,21,1,3,4,2.62,1.24,21,1,5,6,3.29,2.03,24,1,7,2,6.05,1.21,22,4,9,7
muss,5,2.12,5,2,7,8,2.87,1.77,15,1,5,11,2.55,1.44,11,1,5,12,3.19,2.1,16,1,7,12,5.07,1.21,14,3,8,10
must,5.93,1.49,15,3,9,NA,1.87,1.32,23,1,5,NA,1.89,1.28,27,1,5,NA,2.07,1.41,27,1,5,NA,4.82,1.19,28,2,9,NA
mutate,7.31,1.35,16,5,9,1,3.22,1.28,23,1,5,1,4.2,2.06,25,1,7,NA,5.27,1.66,26,1,7,2,3.19,1.64,27,1,7,2
mutilate,6.76,1.81,21,3,9,2,4.22,1.2,23,1,5,3,5.52,1.81,27,1,7,1,5.79,1.89,24,1,7,2,1.84,1.8,25,1,9,3
mutilated,7.06,1.24,16,5,9,4,3.5,1.53,24,1,5,3,4.56,2.06,18,1,7,3,5.4,1.88,20,1,7,4,1.81,1.39,27,1,5,3
mutter,4.45,1.43,20,2,8,NA,4.29,0.81,28,2,5,NA,6.08,1.14,24,3,7,NA,4.96,1.73,26,1,7,1,4.33,1.21,27,1,7,NA
muttering,5.14,1.81,22,1,7,1,4.27,0.87,26,2,5,NA,6.04,1.2,28,3,7,NA,5.81,1.23,26,2,7,NA,3.61,1.26,28,1,5,NA
mystify,5.06,2.15,18,1,8,NA,1.92,1.14,24,1,5,4,2.18,1.4,22,1,5,3,2.96,1.53,27,1,7,2,5.69,1.74,26,2,9,4
nab,6.24,1.48,17,3,9,2,3.09,1.38,22,1,5,3,4.33,1.98,21,1,7,2,4.14,2.12,22,1,7,6,4.45,1.44,22,2,7,4
nailing,6.18,1.63,17,3,9,NA,4,1.08,25,2,5,NA,NA,NA,NA,NA,NA,NA,5.33,1.64,27,1,7,1,4.79,1.59,29,1,9,NA
narrate,3.5,2.19,20,1,8,NA,3.68,1.49,25,1,5,NA,4.54,2.32,24,1,7,NA,4.28,1.88,25,1,7,NA,5.97,1.52,29,4,9,NA
naturalized,3.62,2.58,16,1,9,NA,1.72,0.94,25,1,4,NA,1.77,1.02,22,1,4,2,2,1.31,23,1,6,NA,6.07,1.49,27,4,9,1
nauseate,6.76,1.41,21,4,9,NA,3.8,1.15,25,1,5,NA,5.74,1.32,27,1,7,NA,5.88,1.61,26,2,7,NA,1.62,0.78,29,1,3,NA
navigate,5.56,1.75,16,2,9,NA,3.32,1.41,25,1,5,NA,3.38,1.79,24,1,7,NA,4.52,2.04,23,1,7,NA,5.46,1.35,28,1,9,NA
necessitate,4.89,2.08,19,1,8,3,1.91,0.81,22,1,3,4,2.52,1.5,23,1,6,NA,1.8,1.32,20,1,6,4,4.88,0.99,24,3,7,5
needing,5.4,1.73,20,2,9,NA,2.32,1.31,28,1,5,NA,3.17,2.2,24,1,7,NA,2.27,1.48,26,1,6,1,4.52,1.28,27,2,8,NA
negate,5.35,1.32,17,2,8,2,1.54,0.83,24,1,4,1,1.52,0.75,21,1,3,2,2.15,1.26,27,1,5,1,3.8,1.15,25,1,5,2
negotiate,5.26,2.3,23,1,9,NA,2.85,1.12,26,1,5,NA,4.61,1.73,28,1,7,NA,4.27,2.05,26,1,7,NA,5.71,1.58,28,2,9,NA
neighboring,4.09,1.78,23,1,7,NA,3,1.3,26,1,5,NA,3.57,1.97,28,1,7,NA,4.69,1.83,26,1,7,NA,5.89,1.07,28,4,8,NA
netted,5.06,1.48,16,2,8,7,2.71,1.31,17,1,5,9,2.32,1.11,19,1,4,6,4.43,1.74,14,1,7,10,5,1.08,20,3,8,11
neutralize,4,1.41,19,1,6,NA,2.09,1.04,23,1,4,NA,2.26,1.23,27,1,4,NA,3.04,1.74,25,1,7,NA,4.93,1.26,30,1,7,NA
nodding,4,1.9,21,1,8,NA,4.72,0.59,29,3,5,NA,6.71,1.18,28,1,7,NA,6.96,0.19,28,6,7,NA,6.36,1.62,33,5,9,NA
nominate,5.86,1.62,21,2,9,NA,2.88,1.48,25,1,5,NA,4,1.88,26,1,7,1,4.62,2,26,1,7,NA,6.55,1.27,29,5,9,NA
